category,Average PMTU,Minimum PMTU,Maximum PMTU,Median PMTU
1 Jan 2022,1500,1500,1500,1500
2 Jan 2022,1500,1500,1500,1500
3 Jan 2022,1500,1500,1500,1500
4 Jan 2022,1500,1500,1500,1500
5 Jan 2022,1500,1500,1500,1500
6 Jan 2022,1500,1500,1500,1500
7 Jan 2022,1500,1500,1500,1500
8 Jan 2022,1500,1500,1500,1500
9 Jan 2022,1500,1500,1500,1500
10 Jan 2022,1500,1500,1500,1500
11 Jan 2022,1500,1500,1500,1500
12 Jan 2022,1500,1500,1500,1500
13 Jan 2022,1500,1500,1500,1500
14 Jan 2022,1500,1500,1500,1500
15 Jan 2022,1500,1500,1500,1500
16 Jan 2022,0,0,0,0
17 Jan 2022,0,0,0,0
18 Jan 2022,1500,1500,1500,1500
19 Jan 2022,1500,1500,1500,1500
20 Jan 2022,1500,1500,1500,1500
21 Jan 2022,1500,1500,1500,1500
22 Jan 2022,1500,1500,1500,1500
23 Jan 2022,1500,1500,1500,1500
24 Jan 2022,1500,1500,1500,1500
25 Jan 2022,1500,1500,1500,1500
26 Jan 2022,1500,1500,1500,1500
27 Jan 2022,1500,1500,1500,1500
28 Jan 2022,1500,1500,1500,1500
29 Jan 2022,1500,1500,1500,1500
30 Jan 2022,1500,1500,1500,1500
31 Jan 2022,1500,1500,1500,1500